selector, num_iters, interval_mean, cali_t_per_iter, weight_overhead, weight_cali, overhead_average, cali_t_average, weighted_overhead, weighted_cali, weighted_sum, num_nodes, prob, case_types_id, case_location_id, case_presence_id
local, 100, 6.96, 10999.97, 1e+05, 1, 0.1436782, 1580.455, 14367.82, 1580.455, 15948.27, 150, 50, 1, 2, 4
minimal, 100, 5.51, 16749.39, 1e+05, 1, 0.1814882, 3039.817, 18148.82, 3039.817, 21188.64, 150, 50, 1, 2, 5
all, 100, 18, 31214, 1e+05, 1, 0.05555556, 1734.111, 5555.556, 1734.111, 7289.667, 150, 50, 1, 2, 5
nodal, 100, 5.88, 12787.93, 1e+05, 1, 0.170068, 2174.818, 17006.8, 2174.818, 19181.62, 150, 50, 1, 2, 5
local, 100, 9.72, 15453.4, 1e+05, 1, 0.1028807, 1589.856, 10288.07, 1589.856, 11877.92, 150, 50, 1, 2, 5
minimal, 100, 5.8, 15584.07, 1e+05, 1, 0.1724138, 2686.909, 17241.38, 2686.909, 19928.29, 150, 50, 2, 1, 1
all, 100, 23, 32472, 1e+05, 1, 0.04347826, 1411.826, 4347.826, 1411.826, 5759.652, 150, 50, 2, 1, 1
nodal, 100, 6.9, 12983.97, 1e+05, 1, 0.1449275, 1881.735, 14492.75, 1881.735, 16374.49, 150, 50, 2, 1, 1
local, 100, 7.8, 10251.48, 1e+05, 1, 0.1282051, 1314.292, 12820.51, 1314.292, 14134.81, 150, 50, 2, 1, 1
minimal, 100, 5.8, 14856.26, 1e+05, 1, 0.1724138, 2561.424, 17241.38, 2561.424, 19802.8, 150, 50, 2, 1, 2
all, 100, 23, 31401, 1e+05, 1, 0.04347826, 1365.261, 4347.826, 1365.261, 5713.087, 150, 50, 2, 1, 2
nodal, 100, 6.21, 11392.99, 1e+05, 1, 0.1610306, 1834.62, 16103.06, 1834.62, 17937.68, 150, 50, 2, 1, 2
local, 100, 7.82, 9782.3, 1e+05, 1, 0.1278772, 1250.934, 12787.72, 1250.934, 14038.66, 150, 50, 2, 1, 2
minimal, 100, 5.8, 15576.48, 1e+05, 1, 0.1724138, 2685.6, 17241.38, 2685.6, 19926.98, 150, 50, 2, 1, 3
all, 100, 23, 31368, 1e+05, 1, 0.04347826, 1363.826, 4347.826, 1363.826, 5711.652, 150, 50, 2, 1, 3
nodal, 100, 7.02, 13794.74, 1e+05, 1, 0.1424501, 1965.063, 14245.01, 1965.063, 16210.08, 150, 50, 2, 1, 3
local, 100, 7.82, 9965.88, 1e+05, 1, 0.1278772, 1274.409, 12787.72, 1274.409, 14062.13, 150, 50, 2, 1, 3
minimal, 100, 5.8, 17118.41, 1e+05, 1, 0.1724138, 2951.45, 17241.38, 2951.45, 20192.83, 150, 50, 2, 1, 4
all, 100, 23, 32376, 1e+05, 1, 0.04347826, 1407.652, 4347.826, 1407.652, 5755.478, 150, 50, 2, 1, 4
nodal, 100, 5.8, 11528.87, 1e+05, 1, 0.1724138, 1987.736, 17241.38, 1987.736, 19229.12, 150, 50, 2, 1, 4
local, 100, 10.12, 13719.44, 1e+05, 1, 0.09881423, 1355.676, 9881.423, 1355.676, 11237.1, 150, 50, 2, 1, 4
minimal, 100, 5.8, 16216.33, 1e+05, 1, 0.1724138, 2795.919, 17241.38, 2795.919, 20037.3, 150, 50, 2, 1, 5
all, 100, 23, 31997, 1e+05, 1, 0.04347826, 1391.174, 4347.826, 1391.174, 5739, 150, 50, 2, 1, 5
nodal, 100, 6.21, 12011.6, 1e+05, 1, 0.1610306, 1934.235, 16103.06, 1934.235, 18037.29, 150, 50, 2, 1, 5
local, 100, 8.96, 11904.56, 1e+05, 1, 0.1116071, 1328.634, 11160.71, 1328.634, 12489.35, 150, 50, 2, 1, 5
minimal, 100, 5.8, 16115.1, 1e+05, 1, 0.1724138, 2778.466, 17241.38, 2778.466, 20019.84, 150, 50, 2, 2, 1
all, 100, 23, 31767, 1e+05, 1, 0.04347826, 1381.174, 4347.826, 1381.174, 5729, 150, 50, 2, 2, 1
nodal, 100, 6.9, 12880.99, 1e+05, 1, 0.1449275, 1866.81, 14492.75, 1866.81, 16359.56, 150, 50, 2, 2, 1
local, 100, 7.82, 10043.51, 1e+05, 1, 0.1278772, 1284.336, 12787.72, 1284.336, 14072.06, 150, 50, 2, 2, 1
minimal, 100, 5.8, 15218.75, 1e+05, 1, 0.1724138, 2623.922, 17241.38, 2623.922, 19865.3, 150, 50, 2, 2, 2
all, 100, 23, 31718, 1e+05, 1, 0.04347826, 1379.043, 4347.826, 1379.043, 5726.87, 150, 50, 2, 2, 2
nodal, 100, 6.21, 12170.52, 1e+05, 1, 0.1610306, 1959.826, 16103.06, 1959.826, 18062.89, 150, 50, 2, 2, 2
local, 100, 8.06, 10634.52, 1e+05, 1, 0.1240695, 1319.419, 12406.95, 1319.419, 13726.37, 150, 50, 2, 2, 2
minimal, 100, 5.8, 14534.28, 1e+05, 1, 0.1724138, 2505.91, 17241.38, 2505.91, 19747.29, 150, 50, 2, 2, 3
all, 100, 23, 31404, 1e+05, 1, 0.04347826, 1365.391, 4347.826, 1365.391, 5713.217, 150, 50, 2, 2, 3
nodal, 100, 7.02, 13136.56, 1e+05, 1, 0.1424501, 1871.305, 14245.01, 1871.305, 16116.32, 150, 50, 2, 2, 3
local, 100, 7.82, 9899.19, 1e+05, 1, 0.1278772, 1265.881, 12787.72, 1265.881, 14053.6, 150, 50, 2, 2, 3
minimal, 100, 5.8, 16079.21, 1e+05, 1, 0.1724138, 2772.278, 17241.38, 2772.278, 20013.66, 150, 50, 2, 2, 4
all, 100, 23, 31256, 1e+05, 1, 0.04347826, 1358.957, 4347.826, 1358.957, 5706.783, 150, 50, 2, 2, 4
nodal, 100, 5.8, 10963.54, 1e+05, 1, 0.1724138, 1890.266, 17241.38, 1890.266, 19131.64, 150, 50, 2, 2, 4
local, 100, 8.06, 10622.4, 1e+05, 1, 0.1240695, 1317.916, 12406.95, 1317.916, 13724.86, 150, 50, 2, 2, 4
minimal, 100, 5.8, 15686.36, 1e+05, 1, 0.1724138, 2704.545, 17241.38, 2704.545, 19945.92, 150, 50, 2, 2, 5
all, 100, 23, 31406, 1e+05, 1, 0.04347826, 1365.478, 4347.826, 1365.478, 5713.304, 150, 50, 2, 2, 5
nodal, 100, 6.21, 11419.08, 1e+05, 1, 0.1610306, 1838.821, 16103.06, 1838.821, 17941.88, 150, 50, 2, 2, 5
local, 100, 8.96, 11570.09, 1e+05, 1, 0.1116071, 1291.305, 11160.71, 1291.305, 12452.02, 150, 50, 2, 2, 5
minimal, 100, 5.51, 16378.46, 1e+05, 1, 0.1814882, 2972.497, 18148.82, 2972.497, 21121.32, 155, 50, 1, 1, 1
all, 100, 18, 32226, 1e+05, 1, 0.05555556, 1790.333, 5555.556, 1790.333, 7345.889, 155, 50, 1, 1, 1
nodal, 100, 6.48, 13587.54, 1e+05, 1, 0.154321, 2096.843, 15432.1, 2096.843, 17528.94, 155, 50, 1, 1, 1
local, 100, 7.82, 12543.75, 1e+05, 1, 0.1278772, 1604.06, 12787.72, 1604.06, 14391.78, 155, 50, 1, 1, 1
minimal, 100, 5.51, 16121.73, 1e+05, 1, 0.1814882, 2925.904, 18148.82, 2925.904, 21074.72, 155, 50, 1, 1, 2
all, 100, 18, 31903, 1e+05, 1, 0.05555556, 1772.389, 5555.556, 1772.389, 7327.944, 155, 50, 1, 1, 2
nodal, 100, 5.88, 13064.51, 1e+05, 1, 0.170068, 2221.855, 17006.8, 2221.855, 19228.66, 155, 50, 1, 1, 2
local, 100, 8.41, 13032.58, 1e+05, 1, 0.1189061, 1549.653, 11890.61, 1549.653, 13440.26, 155, 50, 1, 1, 2
minimal, 100, 5.51, 16147.9, 1e+05, 1, 0.1814882, 2930.653, 18148.82, 2930.653, 21079.47, 155, 50, 1, 1, 3
all, 100, 18, 32285, 1e+05, 1, 0.05555556, 1793.611, 5555.556, 1793.611, 7349.167, 155, 50, 1, 1, 3
nodal, 100, 6.96, 14432.7, 1e+05, 1, 0.1436782, 2073.664, 14367.82, 2073.664, 16441.48, 155, 50, 1, 1, 3
local, 100, 8.7, 13758.63, 1e+05, 1, 0.1149425, 1581.452, 11494.25, 1581.452, 13075.7, 155, 50, 1, 1, 3
minimal, 100, 5.51, 16694.03, 1e+05, 1, 0.1814882, 3029.77, 18148.82, 3029.77, 21178.59, 155, 50, 1, 1, 4
all, 100, 18, 32416, 1e+05, 1, 0.05555556, 1800.889, 5555.556, 1800.889, 7356.444, 155, 50, 1, 1, 4
nodal, 100, 6.4, 14186.39, 1e+05, 1, 0.15625, 2216.623, 15625, 2216.623, 17841.62, 155, 50, 1, 1, 4
local, 100, 8.7, 13981.85, 1e+05, 1, 0.1149425, 1607.109, 11494.25, 1607.109, 13101.36, 155, 50, 1, 1, 4
minimal, 100, 5.51, 16543.62, 1e+05, 1, 0.1814882, 3002.472, 18148.82, 3002.472, 21151.29, 155, 50, 1, 1, 5
all, 100, 18, 32119, 1e+05, 1, 0.05555556, 1784.389, 5555.556, 1784.389, 7339.944, 155, 50, 1, 1, 5
nodal, 100, 5.94, 12798.44, 1e+05, 1, 0.1683502, 2154.62, 16835.02, 2154.62, 18989.64, 155, 50, 1, 1, 5
local, 100, 7.82, 12404.98, 1e+05, 1, 0.1278772, 1586.315, 12787.72, 1586.315, 14374.04, 155, 50, 1, 1, 5
minimal, 100, 5.51, 16324.62, 1e+05, 1, 0.1814882, 2962.726, 18148.82, 2962.726, 21111.55, 155, 50, 1, 2, 1
all, 100, 18, 31671, 1e+05, 1, 0.05555556, 1759.5, 5555.556, 1759.5, 7315.056, 155, 50, 1, 2, 1
nodal, 100, 6.48, 13879.8, 1e+05, 1, 0.154321, 2141.944, 15432.1, 2141.944, 17574.04, 155, 50, 1, 2, 1
local, 100, 7.2, 11085.07, 1e+05, 1, 0.1388889, 1539.593, 13888.89, 1539.593, 15428.48, 155, 50, 1, 2, 1
minimal, 100, 5.51, 15765.19, 1e+05, 1, 0.1814882, 2861.196, 18148.82, 2861.196, 21010.02, 155, 50, 1, 2, 2
all, 100, 18, 31318, 1e+05, 1, 0.05555556, 1739.889, 5555.556, 1739.889, 7295.444, 155, 50, 1, 2, 2
nodal, 100, 5.88, 12609.2, 1e+05, 1, 0.170068, 2144.422, 17006.8, 2144.422, 19151.22, 155, 50, 1, 2, 2
local, 100, 8.41, 12832.3, 1e+05, 1, 0.1189061, 1525.838, 11890.61, 1525.838, 13416.44, 155, 50, 1, 2, 2
minimal, 100, 5.51, 16050.45, 1e+05, 1, 0.1814882, 2912.967, 18148.82, 2912.967, 21061.79, 155, 50, 1, 2, 3
all, 100, 18, 31352, 1e+05, 1, 0.05555556, 1741.778, 5555.556, 1741.778, 7297.333, 155, 50, 1, 2, 3
nodal, 100, 6.96, 14926.8, 1e+05, 1, 0.1436782, 2144.655, 14367.82, 2144.655, 16512.47, 155, 50, 1, 2, 3
local, 100, 8.7, 13633.94, 1e+05, 1, 0.1149425, 1567.12, 11494.25, 1567.12, 13061.37, 155, 50, 1, 2, 3
minimal, 100, 5.51, 15859.56, 1e+05, 1, 0.1814882, 2878.323, 18148.82, 2878.323, 21027.14, 155, 50, 1, 2, 4
all, 100, 18, 31691, 1e+05, 1, 0.05555556, 1760.611, 5555.556, 1760.611, 7316.167, 155, 50, 1, 2, 4
nodal, 100, 6.4, 13284.22, 1e+05, 1, 0.15625, 2075.659, 15625, 2075.659, 17700.66, 155, 50, 1, 2, 4
local, 100, 7.82, 11898.8, 1e+05, 1, 0.1278772, 1521.586, 12787.72, 1521.586, 14309.31, 155, 50, 1, 2, 4
minimal, 100, 5.51, 16655.22, 1e+05, 1, 0.1814882, 3022.726, 18148.82, 3022.726, 21171.55, 155, 50, 1, 2, 5
all, 100, 18, 31246, 1e+05, 1, 0.05555556, 1735.889, 5555.556, 1735.889, 7291.444, 155, 50, 1, 2, 5
nodal, 100, 5.94, 12999.92, 1e+05, 1, 0.1683502, 2188.539, 16835.02, 2188.539, 19023.56, 155, 50, 1, 2, 5
local, 100, 8.7, 13801.79, 1e+05, 1, 0.1149425, 1586.413, 11494.25, 1586.413, 13080.67, 155, 50, 1, 2, 5
minimal, 100, 5.8, 15398.15, 1e+05, 1, 0.1724138, 2654.853, 17241.38, 2654.853, 19896.23, 155, 50, 2, 1, 1
all, 100, 23, 32099, 1e+05, 1, 0.04347826, 1395.609, 4347.826, 1395.609, 5743.435, 155, 50, 2, 1, 1
nodal, 100, 6.21, 11796.71, 1e+05, 1, 0.1610306, 1899.631, 16103.06, 1899.631, 18002.69, 155, 50, 2, 1, 1
local, 100, 6.9, 8946.91, 1e+05, 1, 0.1449275, 1296.654, 14492.75, 1296.654, 15789.41, 155, 50, 2, 1, 1
minimal, 100, 5.8, 15486.9, 1e+05, 1, 0.1724138, 2670.155, 17241.38, 2670.155, 19911.53, 155, 50, 2, 1, 2
all, 100, 23, 31613, 1e+05, 1, 0.04347826, 1374.478, 4347.826, 1374.478, 5722.304, 155, 50, 2, 1, 2
nodal, 100, 6.9, 13506.02, 1e+05, 1, 0.1449275, 1957.394, 14492.75, 1957.394, 16450.15, 155, 50, 2, 1, 2
local, 100, 7.84, 10287.78, 1e+05, 1, 0.127551, 1312.217, 12755.1, 1312.217, 14067.32, 155, 50, 2, 1, 2
minimal, 100, 5.8, 16094.6, 1e+05, 1, 0.1724138, 2774.931, 17241.38, 2774.931, 20016.31, 155, 50, 2, 1, 3
all, 100, 23, 31993, 1e+05, 1, 0.04347826, 1391, 4347.826, 1391, 5738.826, 155, 50, 2, 1, 3
nodal, 100, 6.21, 12720.77, 1e+05, 1, 0.1610306, 2048.433, 16103.06, 2048.433, 18151.49, 155, 50, 2, 1, 3
local, 100, 8.96, 11812.49, 1e+05, 1, 0.1116071, 1318.358, 11160.71, 1318.358, 12479.07, 155, 50, 2, 1, 3
minimal, 100, 5.8, 16426.53, 1e+05, 1, 0.1724138, 2832.16, 17241.38, 2832.16, 20073.54, 155, 50, 2, 1, 4
all, 100, 23, 31859, 1e+05, 1, 0.04347826, 1385.174, 4347.826, 1385.174, 5733, 155, 50, 2, 1, 4
nodal, 100, 6.21, 11302.28, 1e+05, 1, 0.1610306, 1820.013, 16103.06, 1820.013, 17923.07, 155, 50, 2, 1, 4
local, 100, 8.74, 11361.19, 1e+05, 1, 0.1144165, 1299.907, 11441.65, 1299.907, 12741.55, 155, 50, 2, 1, 4
minimal, 100, 5.8, 15952.38, 1e+05, 1, 0.1724138, 2750.41, 17241.38, 2750.41, 19991.79, 155, 50, 2, 1, 5
all, 100, 23, 31424, 1e+05, 1, 0.04347826, 1366.261, 4347.826, 1366.261, 5714.087, 155, 50, 2, 1, 5
nodal, 100, 6.21, 11871.46, 1e+05, 1, 0.1610306, 1911.668, 16103.06, 1911.668, 18014.73, 155, 50, 2, 1, 5
local, 100, 6.9, 8722.03, 1e+05, 1, 0.1449275, 1264.062, 14492.75, 1264.062, 15756.82, 155, 50, 2, 1, 5
minimal, 100, 5.8, 16587.22, 1e+05, 1, 0.1724138, 2859.866, 17241.38, 2859.866, 20101.24, 155, 50, 2, 2, 1
all, 100, 23, 31885, 1e+05, 1, 0.04347826, 1386.304, 4347.826, 1386.304, 5734.13, 155, 50, 2, 2, 1
nodal, 100, 6.21, 12153.94, 1e+05, 1, 0.1610306, 1957.156, 16103.06, 1957.156, 18060.22, 155, 50, 2, 2, 1
local, 100, 7.82, 10302.09, 1e+05, 1, 0.1278772, 1317.403, 12787.72, 1317.403, 14105.13, 155, 50, 2, 2, 1
minimal, 100, 5.8, 14875.31, 1e+05, 1, 0.1724138, 2564.709, 17241.38, 2564.709, 19806.09, 155, 50, 2, 2, 2
all, 100, 23, 31663, 1e+05, 1, 0.04347826, 1376.652, 4347.826, 1376.652, 5724.478, 155, 50, 2, 2, 2
nodal, 100, 6.9, 12644.11, 1e+05, 1, 0.1449275, 1832.48, 14492.75, 1832.48, 16325.23, 155, 50, 2, 2, 2
local, 100, 7.82, 9820.43, 1e+05, 1, 0.1278772, 1255.809, 12787.72, 1255.809, 14043.53, 155, 50, 2, 2, 2
minimal, 100, 5.8, 15378.68, 1e+05, 1, 0.1724138, 2651.497, 17241.38, 2651.497, 19892.88, 155, 50, 2, 2, 3
all, 100, 23, 31028, 1e+05, 1, 0.04347826, 1349.043, 4347.826, 1349.043, 5696.87, 155, 50, 2, 2, 3
nodal, 100, 6.21, 11813.23, 1e+05, 1, 0.1610306, 1902.291, 16103.06, 1902.291, 18005.35, 155, 50, 2, 2, 3
local, 100, 8.96, 11320.6, 1e+05, 1, 0.1116071, 1263.46, 11160.71, 1263.46, 12424.17, 155, 50, 2, 2, 3
minimal, 100, 5.8, 16466, 1e+05, 1, 0.1724138, 2838.966, 17241.38, 2838.966, 20080.34, 155, 50, 2, 2, 4
all, 100, 23, 31845, 1e+05, 1, 0.04347826, 1384.565, 4347.826, 1384.565, 5732.391, 155, 50, 2, 2, 4
nodal, 100, 6.21, 11850.34, 1e+05, 1, 0.1610306, 1908.267, 16103.06, 1908.267, 18011.33, 155, 50, 2, 2, 4
local, 100, 10.12, 13397.03, 1e+05, 1, 0.09881423, 1323.817, 9881.423, 1323.817, 11205.24, 155, 50, 2, 2, 4
minimal, 100, 5.8, 16279.5, 1e+05, 1, 0.1724138, 2806.81, 17241.38, 2806.81, 20048.19, 155, 50, 2, 2, 5
all, 100, 23, 31860, 1e+05, 1, 0.04347826, 1385.217, 4347.826, 1385.217, 5733.043, 155, 50, 2, 2, 5
nodal, 100, 6.21, 12742.48, 1e+05, 1, 0.1610306, 2051.929, 16103.06, 2051.929, 18154.99, 155, 50, 2, 2, 5
local, 100, 8.96, 11725.92, 1e+05, 1, 0.1116071, 1308.696, 11160.71, 1308.696, 12469.41, 155, 50, 2, 2, 5
minimal, 100, 5.51, 16653.08, 1e+05, 1, 0.1814882, 3022.338, 18148.82, 3022.338, 21171.16, 160, 50, 1, 1, 1
all, 100, 18, 32136, 1e+05, 1, 0.05555556, 1785.333, 5555.556, 1785.333, 7340.889, 160, 50, 1, 1, 1
nodal, 100, 6.4, 14177.65, 1e+05, 1, 0.15625, 2215.258, 15625, 2215.258, 17840.26, 160, 50, 1, 1, 1
local, 100, 8.7, 14236.71, 1e+05, 1, 0.1149425, 1636.403, 11494.25, 1636.403, 13130.66, 160, 50, 1, 1, 1
minimal, 100, 5.51, 16490.91, 1e+05, 1, 0.1814882, 2992.906, 18148.82, 2992.906, 21141.73, 160, 50, 1, 1, 2
all, 100, 18, 32670, 1e+05, 1, 0.05555556, 1815, 5555.556, 1815, 7370.556, 160, 50, 1, 1, 2
nodal, 100, 5.94, 12747.37, 1e+05, 1, 0.1683502, 2146.022, 16835.02, 2146.022, 18981.04, 160, 50, 1, 1, 2
local, 100, 7.14, 11116.41, 1e+05, 1, 0.140056, 1556.92, 14005.6, 1556.92, 15562.52, 160, 50, 1, 1, 2
minimal, 100, 5.51, 16933.74, 1e+05, 1, 0.1814882, 3073.274, 18148.82, 3073.274, 21222.09, 160, 50, 1, 1, 3
all, 100, 18, 31690, 1e+05, 1, 0.05555556, 1760.556, 5555.556, 1760.556, 7316.111, 160, 50, 1, 1, 3
nodal, 100, 6.48, 14832.53, 1e+05, 1, 0.154321, 2288.971, 15432.1, 2288.971, 17721.07, 160, 50, 1, 1, 3
local, 100, 8.7, 14215.24, 1e+05, 1, 0.1149425, 1633.936, 11494.25, 1633.936, 13128.19, 160, 50, 1, 1, 3
minimal, 100, 5.51, 16622.93, 1e+05, 1, 0.1814882, 3016.866, 18148.82, 3016.866, 21165.69, 160, 50, 1, 1, 4
all, 100, 18, 32327, 1e+05, 1, 0.05555556, 1795.944, 5555.556, 1795.944, 7351.5, 160, 50, 1, 1, 4
nodal, 100, 6.96, 14947.9, 1e+05, 1, 0.1436782, 2147.687, 14367.82, 2147.687, 16515.5, 160, 50, 1, 1, 4
local, 100, 7.82, 12281.87, 1e+05, 1, 0.1278772, 1570.572, 12787.72, 1570.572, 14358.3, 160, 50, 1, 1, 4
minimal, 100, 5.51, 16710.89, 1e+05, 1, 0.1814882, 3032.829, 18148.82, 3032.829, 21181.65, 160, 50, 1, 1, 5
all, 100, 18, 32564, 1e+05, 1, 0.05555556, 1809.111, 5555.556, 1809.111, 7364.667, 160, 50, 1, 1, 5
nodal, 100, 7.14, 16003.23, 1e+05, 1, 0.140056, 2241.349, 14005.6, 2241.349, 16246.95, 160, 50, 1, 1, 5
local, 100, 7.82, 12552.77, 1e+05, 1, 0.1278772, 1605.214, 12787.72, 1605.214, 14392.94, 160, 50, 1, 1, 5
minimal, 100, 5.51, 16386.26, 1e+05, 1, 0.1814882, 2973.913, 18148.82, 2973.913, 21122.73, 160, 50, 1, 2, 1
all, 100, 18, 32761, 1e+05, 1, 0.05555556, 1820.056, 5555.556, 1820.056, 7375.611, 160, 50, 1, 2, 1
nodal, 100, 6.4, 13783.02, 1e+05, 1, 0.15625, 2153.597, 15625, 2153.597, 17778.6, 160, 50, 1, 2, 1
local, 100, 6.96, 10869.78, 1e+05, 1, 0.1436782, 1561.75, 14367.82, 1561.75, 15929.57, 160, 50, 1, 2, 1
minimal, 100, 5.51, 15385.43, 1e+05, 1, 0.1814882, 2792.274, 18148.82, 2792.274, 20941.09, 160, 50, 1, 2, 2
all, 100, 18, 30325, 1e+05, 1, 0.05555556, 1684.722, 5555.556, 1684.722, 7240.278, 160, 50, 1, 2, 2
nodal, 100, 5.94, 12482.19, 1e+05, 1, 0.1683502, 2101.379, 16835.02, 2101.379, 18936.4, 160, 50, 1, 2, 2
local, 100, 7.82, 11644.63, 1e+05, 1, 0.1278772, 1489.083, 12787.72, 1489.083, 14276.81, 160, 50, 1, 2, 2
minimal, 100, 5.51, 16216.28, 1e+05, 1, 0.1814882, 2943.064, 18148.82, 2943.064, 21091.88, 160, 50, 1, 2, 3
all, 100, 18, 31833, 1e+05, 1, 0.05555556, 1768.5, 5555.556, 1768.5, 7324.056, 160, 50, 1, 2, 3
nodal, 100, 6.48, 13697.48, 1e+05, 1, 0.154321, 2113.809, 15432.1, 2113.809, 17545.91, 160, 50, 1, 2, 3
local, 100, 7.82, 12534.66, 1e+05, 1, 0.1278772, 1602.898, 12787.72, 1602.898, 14390.62, 160, 50, 1, 2, 3
minimal, 100, 5.51, 15978.18, 1e+05, 1, 0.1814882, 2899.851, 18148.82, 2899.851, 21048.67, 160, 50, 1, 2, 4
all, 100, 18, 30993, 1e+05, 1, 0.05555556, 1721.833, 5555.556, 1721.833, 7277.389, 160, 50, 1, 2, 4
nodal, 100, 6.96, 14681.54, 1e+05, 1, 0.1436782, 2109.417, 14367.82, 2109.417, 16477.23, 160, 50, 1, 2, 4
local, 100, 7.82, 11723.61, 1e+05, 1, 0.1278772, 1499.183, 12787.72, 1499.183, 14286.91, 160, 50, 1, 2, 4
minimal, 100, 5.51, 16248.66, 1e+05, 1, 0.1814882, 2948.94, 18148.82, 2948.94, 21097.76, 160, 50, 1, 2, 5
all, 100, 18, 31150, 1e+05, 1, 0.05555556, 1730.556, 5555.556, 1730.556, 7286.111, 160, 50, 1, 2, 5
nodal, 100, 7.14, 15031.92, 1e+05, 1, 0.140056, 2105.311, 14005.6, 2105.311, 16110.91, 160, 50, 1, 2, 5
local, 100, 8.7, 13569.44, 1e+05, 1, 0.1149425, 1559.706, 11494.25, 1559.706, 13053.96, 160, 50, 1, 2, 5
minimal, 100, 5.8, 15473.61, 1e+05, 1, 0.1724138, 2667.864, 17241.38, 2667.864, 19909.24, 160, 50, 2, 1, 1
all, 100, 23, 32460, 1e+05, 1, 0.04347826, 1411.304, 4347.826, 1411.304, 5759.13, 160, 50, 2, 1, 1
nodal, 100, 5.8, 11307.13, 1e+05, 1, 0.1724138, 1949.505, 17241.38, 1949.505, 19190.88, 160, 50, 2, 1, 1
local, 100, 7.82, 10394.04, 1e+05, 1, 0.1278772, 1329.161, 12787.72, 1329.161, 14116.88, 160, 50, 2, 1, 1
minimal, 100, 5.8, 16147.04, 1e+05, 1, 0.1724138, 2783.972, 17241.38, 2783.972, 20025.35, 160, 50, 2, 1, 2
all, 100, 23, 32222, 1e+05, 1, 0.04347826, 1400.957, 4347.826, 1400.957, 5748.783, 160, 50, 2, 1, 2
nodal, 100, 6.24, 12921.38, 1e+05, 1, 0.1602564, 2070.734, 16025.64, 2070.734, 18096.38, 160, 50, 2, 1, 2
local, 100, 7.82, 10309.11, 1e+05, 1, 0.1278772, 1318.301, 12787.72, 1318.301, 14106.02, 160, 50, 2, 1, 2
minimal, 100, 5.8, 16031.19, 1e+05, 1, 0.1724138, 2763.998, 17241.38, 2763.998, 20005.38, 160, 50, 2, 1, 3
all, 100, 23, 31489, 1e+05, 1, 0.04347826, 1369.087, 4347.826, 1369.087, 5716.913, 160, 50, 2, 1, 3
nodal, 100, 5.8, 11263.93, 1e+05, 1, 0.1724138, 1942.057, 17241.38, 1942.057, 19183.44, 160, 50, 2, 1, 3
local, 100, 7.84, 10270.19, 1e+05, 1, 0.127551, 1309.973, 12755.1, 1309.973, 14065.08, 160, 50, 2, 1, 3
minimal, 100, 5.8, 16992.13, 1e+05, 1, 0.1724138, 2929.678, 17241.38, 2929.678, 20171.06, 160, 50, 2, 1, 4
all, 100, 23, 32237, 1e+05, 1, 0.04347826, 1401.609, 4347.826, 1401.609, 5749.435, 160, 50, 2, 1, 4
nodal, 100, 6.21, 12198.91, 1e+05, 1, 0.1610306, 1964.398, 16103.06, 1964.398, 18067.46, 160, 50, 2, 1, 4
local, 100, 8.96, 12100.75, 1e+05, 1, 0.1116071, 1350.53, 11160.71, 1350.53, 12511.24, 160, 50, 2, 1, 4
minimal, 100, 5.8, 16171.75, 1e+05, 1, 0.1724138, 2788.233, 17241.38, 2788.233, 20029.61, 160, 50, 2, 1, 5
all, 100, 23, 32042, 1e+05, 1, 0.04347826, 1393.13, 4347.826, 1393.13, 5740.957, 160, 50, 2, 1, 5
nodal, 100, 6.21, 12369.6, 1e+05, 1, 0.1610306, 1991.884, 16103.06, 1991.884, 18094.94, 160, 50, 2, 1, 5
local, 100, 7.02, 9174.45, 1e+05, 1, 0.1424501, 1306.902, 14245.01, 1306.902, 15551.92, 160, 50, 2, 1, 5
minimal, 100, 5.8, 15993.37, 1e+05, 1, 0.1724138, 2757.478, 17241.38, 2757.478, 19998.86, 160, 50, 2, 2, 1
all, 100, 23, 31327, 1e+05, 1, 0.04347826, 1362.043, 4347.826, 1362.043, 5709.87, 160, 50, 2, 2, 1
nodal, 100, 5.8, 11152.34, 1e+05, 1, 0.1724138, 1922.817, 17241.38, 1922.817, 19164.2, 160, 50, 2, 2, 1
local, 100, 7.82, 9977.94, 1e+05, 1, 0.1278772, 1275.951, 12787.72, 1275.951, 14063.68, 160, 50, 2, 2, 1
minimal, 100, 5.8, 14912.93, 1e+05, 1, 0.1724138, 2571.195, 17241.38, 2571.195, 19812.57, 160, 50, 2, 2, 2
all, 100, 23, 30714, 1e+05, 1, 0.04347826, 1335.391, 4347.826, 1335.391, 5683.217, 160, 50, 2, 2, 2
nodal, 100, 6.24, 12220.74, 1e+05, 1, 0.1602564, 1958.452, 16025.64, 1958.452, 17984.09, 160, 50, 2, 2, 2
local, 100, 7.84, 10127.07, 1e+05, 1, 0.127551, 1291.718, 12755.1, 1291.718, 14046.82, 160, 50, 2, 2, 2
minimal, 100, 5.8, 15486.62, 1e+05, 1, 0.1724138, 2670.107, 17241.38, 2670.107, 19911.49, 160, 50, 2, 2, 3
all, 100, 23, 31029, 1e+05, 1, 0.04347826, 1349.087, 4347.826, 1349.087, 5696.913, 160, 50, 2, 2, 3
nodal, 100, 5.8, 11433.56, 1e+05, 1, 0.1724138, 1971.303, 17241.38, 1971.303, 19212.68, 160, 50, 2, 2, 3
