selector, num_iters, interval_mean, cali_t_per_iter, weight_overhead, weight_cali, overhead_average, cali_t_average, weighted_overhead, weighted_cali, weighted_sum, num_nodes, prob, case_types_id, case_location_id, case_presence_id
all, 100, 18, 5131, 1e+05, 1, 0.05555556, 285.0556, 5555.556, 285.0556, 5840.611, 10, 50, 1, 1, 5
nodal, 100, 7.82, 1955.16, 1e+05, 1, 0.1278772, 250.0205, 12787.72, 250.0205, 13037.74, 10, 50, 1, 1, 5
local, 100, 7.82, 1955.16, 1e+05, 1, 0.1278772, 250.0205, 12787.72, 250.0205, 13037.74, 10, 50, 1, 1, 5
minimal, 100, 5.51, 1702.74, 1e+05, 1, 0.1814882, 309.0272, 18148.82, 309.0272, 18457.85, 10, 50, 1, 2, 1
all, 100, 18, 4787, 1e+05, 1, 0.05555556, 265.9444, 5555.556, 265.9444, 5821.5, 10, 50, 1, 2, 1
nodal, 100, 9, 1700.89, 1e+05, 1, 0.1111111, 188.9878, 11111.11, 188.9878, 11300.1, 10, 50, 1, 2, 1
local, 100, 9, 1613.09, 1e+05, 1, 0.1111111, 179.2322, 11111.11, 179.2322, 11290.34, 10, 50, 1, 2, 1
minimal, 100, 5.51, 2281.49, 1e+05, 1, 0.1814882, 414.0635, 18148.82, 414.0635, 18562.88, 10, 50, 1, 2, 2
all, 100, 18, 5118, 1e+05, 1, 0.05555556, 284.3333, 5555.556, 284.3333, 5839.889, 10, 50, 1, 2, 2
nodal, 100, 8.7, 2206.32, 1e+05, 1, 0.1149425, 253.6, 11494.25, 253.6, 11747.85, 10, 50, 1, 2, 2
local, 100, 8.7, 2206.32, 1e+05, 1, 0.1149425, 253.6, 11494.25, 253.6, 11747.85, 10, 50, 1, 2, 2
minimal, 100, 5.51, 2147.7, 1e+05, 1, 0.1814882, 389.7822, 18148.82, 389.7822, 18538.6, 10, 50, 1, 2, 3
all, 100, 18, 4435, 1e+05, 1, 0.05555556, 246.3889, 5555.556, 246.3889, 5801.944, 10, 50, 1, 2, 3
nodal, 100, 7.82, 1822.36, 1e+05, 1, 0.1278772, 233.0384, 12787.72, 233.0384, 13020.76, 10, 50, 1, 2, 3
local, 100, 10.44, 2264.55, 1e+05, 1, 0.09578544, 216.9109, 9578.544, 216.9109, 9795.455, 10, 50, 1, 2, 3
minimal, 100, 5.51, 1874.3, 1e+05, 1, 0.1814882, 340.1633, 18148.82, 340.1633, 18488.98, 10, 50, 1, 2, 4
all, 100, 18, 5118, 1e+05, 1, 0.05555556, 284.3333, 5555.556, 284.3333, 5839.889, 10, 50, 1, 2, 4
nodal, 100, 10.44, 2357.02, 1e+05, 1, 0.09578544, 225.7682, 9578.544, 225.7682, 9804.312, 10, 50, 1, 2, 4
local, 100, 10.44, 2357.02, 1e+05, 1, 0.09578544, 225.7682, 9578.544, 225.7682, 9804.312, 10, 50, 1, 2, 4
minimal, 100, 5.51, 2007.6, 1e+05, 1, 0.1814882, 364.3557, 18148.82, 364.3557, 18513.18, 10, 50, 1, 2, 5
all, 100, 18, 4709, 1e+05, 1, 0.05555556, 261.6111, 5555.556, 261.6111, 5817.167, 10, 50, 1, 2, 5
nodal, 100, 7.82, 1929.84, 1e+05, 1, 0.1278772, 246.7826, 12787.72, 246.7826, 13034.51, 10, 50, 1, 2, 5
local, 100, 8.7, 2098.99, 1e+05, 1, 0.1149425, 241.2632, 11494.25, 241.2632, 11735.52, 10, 50, 1, 2, 5
minimal, 100, 5.8, 2138.71, 1e+05, 1, 0.1724138, 368.7431, 17241.38, 368.7431, 17610.12, 10, 50, 2, 1, 1
all, 100, 23, 5537, 1e+05, 1, 0.04347826, 240.7391, 4347.826, 240.7391, 4588.565, 10, 50, 2, 1, 1
nodal, 100, 8.96, 2007.95, 1e+05, 1, 0.1116071, 224.1016, 11160.71, 224.1016, 11384.82, 10, 50, 2, 1, 1
local, 100, 8.96, 2007.95, 1e+05, 1, 0.1116071, 224.1016, 11160.71, 224.1016, 11384.82, 10, 50, 2, 1, 1
minimal, 100, 5.8, 2069.71, 1e+05, 1, 0.1724138, 356.8466, 17241.38, 356.8466, 17598.23, 10, 50, 2, 1, 2
all, 100, 23, 5356, 1e+05, 1, 0.04347826, 232.8696, 4347.826, 232.8696, 4580.696, 10, 50, 2, 1, 2
nodal, 100, 10.12, 2067.38, 1e+05, 1, 0.09881423, 204.2866, 9881.423, 204.2866, 10085.71, 10, 50, 2, 1, 2
local, 100, 10.12, 2067.38, 1e+05, 1, 0.09881423, 204.2866, 9881.423, 204.2866, 10085.71, 10, 50, 2, 1, 2
minimal, 100, 5.8, 1933.24, 1e+05, 1, 0.1724138, 333.3172, 17241.38, 333.3172, 17574.7, 10, 50, 2, 1, 3
all, 100, 23, 5414, 1e+05, 1, 0.04347826, 235.3913, 4347.826, 235.3913, 4583.217, 10, 50, 2, 1, 3
nodal, 100, 8.96, 1942.65, 1e+05, 1, 0.1116071, 216.8136, 11160.71, 216.8136, 11377.53, 10, 50, 2, 1, 3
local, 100, 8.96, 1942.65, 1e+05, 1, 0.1116071, 216.8136, 11160.71, 216.8136, 11377.53, 10, 50, 2, 1, 3
minimal, 100, 5.8, 1387.63, 1e+05, 1, 0.1724138, 239.2466, 17241.38, 239.2466, 17480.63, 10, 50, 2, 1, 4
all, 100, 23, 4749, 1e+05, 1, 0.04347826, 206.4783, 4347.826, 206.4783, 4554.304, 10, 50, 2, 1, 4
nodal, 100, 8.96, 1448.86, 1e+05, 1, 0.1116071, 161.7031, 11160.71, 161.7031, 11322.42, 10, 50, 2, 1, 4
local, 100, 8.96, 1448.86, 1e+05, 1, 0.1116071, 161.7031, 11160.71, 161.7031, 11322.42, 10, 50, 2, 1, 4
minimal, 100, 5.8, 1529.47, 1e+05, 1, 0.1724138, 263.7017, 17241.38, 263.7017, 17505.08, 10, 50, 2, 1, 5
all, 100, 23, 5151, 1e+05, 1, 0.04347826, 223.9565, 4347.826, 223.9565, 4571.783, 10, 50, 2, 1, 5
nodal, 100, 10.35, 1959.02, 1e+05, 1, 0.09661836, 189.2773, 9661.836, 189.2773, 9851.113, 10, 50, 2, 1, 5
local, 100, 10.35, 1959.02, 1e+05, 1, 0.09661836, 189.2773, 9661.836, 189.2773, 9851.113, 10, 50, 2, 1, 5
minimal, 100, 5.8, 2064.27, 1e+05, 1, 0.1724138, 355.9086, 17241.38, 355.9086, 17597.29, 10, 50, 2, 2, 1
all, 100, 23, 5020, 1e+05, 1, 0.04347826, 218.2609, 4347.826, 218.2609, 4566.087, 10, 50, 2, 2, 1
nodal, 100, 8.96, 2002.78, 1e+05, 1, 0.1116071, 223.5246, 11160.71, 223.5246, 11384.24, 10, 50, 2, 2, 1
local, 100, 12.48, 2605.94, 1e+05, 1, 0.08012821, 208.8093, 8012.821, 208.8093, 8221.63, 10, 50, 2, 2, 1
minimal, 100, 5.8, 2020.75, 1e+05, 1, 0.1724138, 348.4052, 17241.38, 348.4052, 17589.78, 10, 50, 2, 2, 2
all, 100, 23, 4839, 1e+05, 1, 0.04347826, 210.3913, 4347.826, 210.3913, 4558.217, 10, 50, 2, 2, 2
nodal, 100, 10.12, 2067.38, 1e+05, 1, 0.09881423, 204.2866, 9881.423, 204.2866, 10085.71, 10, 50, 2, 2, 2
local, 100, 10.12, 1963.98, 1e+05, 1, 0.09881423, 194.0692, 9881.423, 194.0692, 10075.49, 10, 50, 2, 2, 2
minimal, 100, 5.8, 1888.32, 1e+05, 1, 0.1724138, 325.5724, 17241.38, 325.5724, 17566.95, 10, 50, 2, 2, 3
all, 100, 23, 4950, 1e+05, 1, 0.04347826, 215.2174, 4347.826, 215.2174, 4563.043, 10, 50, 2, 2, 3
nodal, 100, 8.96, 1938.01, 1e+05, 1, 0.1116071, 216.2958, 11160.71, 216.2958, 11377.01, 10, 50, 2, 2, 3
local, 100, 8.96, 1784.89, 1e+05, 1, 0.1116071, 199.2065, 11160.71, 199.2065, 11359.92, 10, 50, 2, 2, 3
minimal, 100, 5.8, 1365.82, 1e+05, 1, 0.1724138, 235.4862, 17241.38, 235.4862, 17476.87, 10, 50, 2, 2, 4
all, 100, 23, 4232, 1e+05, 1, 0.04347826, 184, 4347.826, 184, 4531.826, 10, 50, 2, 2, 4
nodal, 100, 8.96, 1443.69, 1e+05, 1, 0.1116071, 161.1261, 11160.71, 161.1261, 11321.84, 10, 50, 2, 2, 4
local, 100, 8.96, 1288.59, 1e+05, 1, 0.1116071, 143.8158, 11160.71, 143.8158, 11304.53, 10, 50, 2, 2, 4
minimal, 100, 5.8, 1414.04, 1e+05, 1, 0.1724138, 243.8, 17241.38, 243.8, 17485.18, 10, 50, 2, 2, 5
all, 100, 23, 4687, 1e+05, 1, 0.04347826, 203.7826, 4347.826, 203.7826, 4551.609, 10, 50, 2, 2, 5
nodal, 100, 10.35, 1778.06, 1e+05, 1, 0.09661836, 171.7932, 9661.836, 171.7932, 9833.629, 10, 50, 2, 2, 5
local, 100, 10.35, 1778.06, 1e+05, 1, 0.09661836, 171.7932, 9661.836, 171.7932, 9833.629, 10, 50, 2, 2, 5
minimal, 100, 5.51, 2692.78, 1e+05, 1, 0.1814882, 488.7078, 18148.82, 488.7078, 18637.53, 15, 50, 1, 1, 1
all, 100, 18, 7117, 1e+05, 1, 0.05555556, 395.3889, 5555.556, 395.3889, 5950.944, 15, 50, 1, 1, 1
nodal, 100, 8.7, 2759.77, 1e+05, 1, 0.1149425, 317.2149, 11494.25, 317.2149, 11811.47, 15, 50, 1, 1, 1
local, 100, 8.7, 2559.08, 1e+05, 1, 0.1149425, 294.1471, 11494.25, 294.1471, 11788.4, 15, 50, 1, 1, 1
minimal, 100, 5.51, 3342.88, 1e+05, 1, 0.1814882, 606.6933, 18148.82, 606.6933, 18755.51, 15, 50, 1, 1, 2
all, 100, 18, 6832, 1e+05, 1, 0.05555556, 379.5556, 5555.556, 379.5556, 5935.111, 15, 50, 1, 1, 2
nodal, 100, 7.82, 2689.02, 1e+05, 1, 0.1278772, 343.8645, 12787.72, 343.8645, 13131.59, 15, 50, 1, 1, 2
local, 100, 7.82, 2519.09, 1e+05, 1, 0.1278772, 322.1343, 12787.72, 322.1343, 13109.86, 15, 50, 1, 1, 2
minimal, 100, 5.51, 2724.84, 1e+05, 1, 0.1814882, 494.5263, 18148.82, 494.5263, 18643.35, 15, 50, 1, 1, 3
all, 100, 18, 7182, 1e+05, 1, 0.05555556, 399, 5555.556, 399, 5954.556, 15, 50, 1, 1, 3
nodal, 100, 6.96, 2146.71, 1e+05, 1, 0.1436782, 308.4353, 14367.82, 308.4353, 14676.25, 15, 50, 1, 1, 3
local, 100, 7.82, 2326.53, 1e+05, 1, 0.1278772, 297.5102, 12787.72, 297.5102, 13085.23, 15, 50, 1, 1, 3
minimal, 100, 5.51, 2395.01, 1e+05, 1, 0.1814882, 434.6661, 18148.82, 434.6661, 18583.49, 15, 50, 1, 1, 4
all, 100, 18, 6968, 1e+05, 1, 0.05555556, 387.1111, 5555.556, 387.1111, 5942.667, 15, 50, 1, 1, 4
nodal, 100, 7.82, 2226.39, 1e+05, 1, 0.1278772, 284.7046, 12787.72, 284.7046, 13072.43, 15, 50, 1, 1, 4
local, 100, 7.82, 2226.39, 1e+05, 1, 0.1278772, 284.7046, 12787.72, 284.7046, 13072.43, 15, 50, 1, 1, 4
minimal, 100, 5.51, 2879.96, 1e+05, 1, 0.1814882, 522.6788, 18148.82, 522.6788, 18671.5, 15, 50, 1, 1, 5
all, 100, 18, 7379, 1e+05, 1, 0.05555556, 409.9444, 5555.556, 409.9444, 5965.5, 15, 50, 1, 1, 5
nodal, 100, 7.82, 2483.53, 1e+05, 1, 0.1278772, 317.587, 12787.72, 317.587, 13105.31, 15, 50, 1, 1, 5
local, 100, 7.82, 2445.85, 1e+05, 1, 0.1278772, 312.7685, 12787.72, 312.7685, 13100.49, 15, 50, 1, 1, 5
minimal, 100, 5.51, 2656.22, 1e+05, 1, 0.1814882, 482.0726, 18148.82, 482.0726, 18630.89, 15, 50, 1, 2, 1
all, 100, 18, 6648, 1e+05, 1, 0.05555556, 369.3333, 5555.556, 369.3333, 5924.889, 15, 50, 1, 2, 1
nodal, 100, 8.7, 2752.06, 1e+05, 1, 0.1149425, 316.3287, 11494.25, 316.3287, 11810.58, 15, 50, 1, 2, 1
local, 100, 8.7, 2446.91, 1e+05, 1, 0.1149425, 281.254, 11494.25, 281.254, 11775.51, 15, 50, 1, 2, 1
minimal, 100, 5.51, 2841.53, 1e+05, 1, 0.1814882, 515.7042, 18148.82, 515.7042, 18664.52, 15, 50, 1, 2, 2
all, 100, 18, 6202, 1e+05, 1, 0.05555556, 344.5556, 5555.556, 344.5556, 5900.111, 15, 50, 1, 2, 2
nodal, 100, 7.82, 2233.74, 1e+05, 1, 0.1278772, 285.6445, 12787.72, 285.6445, 13073.37, 15, 50, 1, 2, 2
local, 100, 7.82, 2116.49, 1e+05, 1, 0.1278772, 270.6509, 12787.72, 270.6509, 13058.37, 15, 50, 1, 2, 2
minimal, 100, 5.51, 2582.29, 1e+05, 1, 0.1814882, 468.6552, 18148.82, 468.6552, 18617.48, 15, 50, 1, 2, 3
all, 100, 18, 6590, 1e+05, 1, 0.05555556, 366.1111, 5555.556, 366.1111, 5921.667, 15, 50, 1, 2, 3
nodal, 100, 6.96, 2141.83, 1e+05, 1, 0.1436782, 307.7342, 14367.82, 307.7342, 14675.55, 15, 50, 1, 2, 3
local, 100, 7.82, 2151.7, 1e+05, 1, 0.1278772, 275.1535, 12787.72, 275.1535, 13062.88, 15, 50, 1, 2, 3
minimal, 100, 5.51, 2523.14, 1e+05, 1, 0.1814882, 457.9201, 18148.82, 457.9201, 18606.74, 15, 50, 1, 2, 4
all, 100, 18, 6495, 1e+05, 1, 0.05555556, 360.8333, 5555.556, 360.8333, 5916.389, 15, 50, 1, 2, 4
nodal, 100, 7.82, 2334.18, 1e+05, 1, 0.1278772, 298.4885, 12787.72, 298.4885, 13086.21, 15, 50, 1, 2, 4
local, 100, 7.82, 2148.16, 1e+05, 1, 0.1278772, 274.7008, 12787.72, 274.7008, 13062.42, 15, 50, 1, 2, 4
minimal, 100, 5.51, 2752.93, 1e+05, 1, 0.1814882, 499.6243, 18148.82, 499.6243, 18648.44, 15, 50, 1, 2, 5
all, 100, 18, 6783, 1e+05, 1, 0.05555556, 376.8333, 5555.556, 376.8333, 5932.389, 15, 50, 1, 2, 5
nodal, 100, 7.82, 2471.61, 1e+05, 1, 0.1278772, 316.0627, 12787.72, 316.0627, 13103.79, 15, 50, 1, 2, 5
local, 100, 7.82, 2314.73, 1e+05, 1, 0.1278772, 296.0013, 12787.72, 296.0013, 13083.73, 15, 50, 1, 2, 5
minimal, 100, 5.8, 2380.74, 1e+05, 1, 0.1724138, 410.4724, 17241.38, 410.4724, 17651.85, 15, 50, 2, 1, 1
all, 100, 23, 7035, 1e+05, 1, 0.04347826, 305.8696, 4347.826, 305.8696, 4653.696, 15, 50, 2, 1, 1
nodal, 100, 7.82, 2367.23, 1e+05, 1, 0.1278772, 302.7148, 12787.72, 302.7148, 13090.44, 15, 50, 2, 1, 1
local, 100, 10.12, 2765.88, 1e+05, 1, 0.09881423, 273.3083, 9881.423, 273.3083, 10154.73, 15, 50, 2, 1, 1
minimal, 100, 5.8, 3017.58, 1e+05, 1, 0.1724138, 520.2724, 17241.38, 520.2724, 17761.65, 15, 50, 2, 1, 2
all, 100, 23, 7368, 1e+05, 1, 0.04347826, 320.3478, 4347.826, 320.3478, 4668.174, 15, 50, 2, 1, 2
nodal, 100, 10.36, 3260.46, 1e+05, 1, 0.0965251, 314.7162, 9652.51, 314.7162, 9967.226, 15, 50, 2, 1, 2
local, 100, 10.36, 3098.06, 1e+05, 1, 0.0965251, 299.0405, 9652.51, 299.0405, 9951.55, 15, 50, 2, 1, 2
minimal, 100, 5.8, 2840.63, 1e+05, 1, 0.1724138, 489.7638, 17241.38, 489.7638, 17731.14, 15, 50, 2, 1, 3
all, 100, 23, 7069, 1e+05, 1, 0.04347826, 307.3478, 4347.826, 307.3478, 4655.174, 15, 50, 2, 1, 3
nodal, 100, 8.74, 2532.29, 1e+05, 1, 0.1144165, 289.7357, 11441.65, 289.7357, 11731.38, 15, 50, 2, 1, 3
local, 100, 10.12, 2753.98, 1e+05, 1, 0.09881423, 272.1324, 9881.423, 272.1324, 10153.56, 15, 50, 2, 1, 3
minimal, 100, 5.8, 2812.46, 1e+05, 1, 0.1724138, 484.9069, 17241.38, 484.9069, 17726.29, 15, 50, 2, 1, 4
all, 100, 23, 7245, 1e+05, 1, 0.04347826, 315, 4347.826, 315, 4662.826, 15, 50, 2, 1, 4
nodal, 100, 6.9, 2020.18, 1e+05, 1, 0.1449275, 292.7797, 14492.75, 292.7797, 14785.53, 15, 50, 2, 1, 4
local, 100, 7.84, 2276.51, 1e+05, 1, 0.127551, 290.3712, 12755.1, 290.3712, 13045.47, 15, 50, 2, 1, 4
minimal, 100, 5.8, 2729.13, 1e+05, 1, 0.1724138, 470.5397, 17241.38, 470.5397, 17711.92, 15, 50, 2, 1, 5
all, 100, 23, 6708, 1e+05, 1, 0.04347826, 291.6522, 4347.826, 291.6522, 4639.478, 15, 50, 2, 1, 5
nodal, 100, 8.96, 2674.15, 1e+05, 1, 0.1116071, 298.4542, 11160.71, 298.4542, 11459.17, 15, 50, 2, 1, 5
local, 100, 8.96, 2332.93, 1e+05, 1, 0.1116071, 260.3717, 11160.71, 260.3717, 11421.09, 15, 50, 2, 1, 5
minimal, 100, 5.8, 2416.51, 1e+05, 1, 0.1724138, 416.6397, 17241.38, 416.6397, 17658.02, 15, 50, 2, 2, 1
all, 100, 23, 6624, 1e+05, 1, 0.04347826, 288, 4347.826, 288, 4635.826, 15, 50, 2, 2, 1
nodal, 100, 7.82, 2228.56, 1e+05, 1, 0.1278772, 284.9821, 12787.72, 284.9821, 13072.71, 15, 50, 2, 2, 1
local, 100, 8.96, 2377.53, 1e+05, 1, 0.1116071, 265.3493, 11160.71, 265.3493, 11426.06, 15, 50, 2, 2, 1
minimal, 100, 5.8, 2809.67, 1e+05, 1, 0.1724138, 484.4259, 17241.38, 484.4259, 17725.81, 15, 50, 2, 2, 2
all, 100, 23, 6781, 1e+05, 1, 0.04347826, 294.8261, 4347.826, 294.8261, 4642.652, 15, 50, 2, 2, 2
nodal, 100, 10.36, 2833.91, 1e+05, 1, 0.0965251, 273.5434, 9652.51, 273.5434, 9926.053, 15, 50, 2, 2, 2
local, 100, 10.36, 2833.91, 1e+05, 1, 0.0965251, 273.5434, 9652.51, 273.5434, 9926.053, 15, 50, 2, 2, 2
minimal, 100, 5.8, 2712.27, 1e+05, 1, 0.1724138, 467.6328, 17241.38, 467.6328, 17709.01, 15, 50, 2, 2, 3
all, 100, 23, 6605, 1e+05, 1, 0.04347826, 287.1739, 4347.826, 287.1739, 4635, 15, 50, 2, 2, 3
nodal, 100, 8.74, 2362.85, 1e+05, 1, 0.1144165, 270.349, 11441.65, 270.349, 11712, 15, 50, 2, 2, 3
local, 100, 10.12, 2661.18, 1e+05, 1, 0.09881423, 262.9625, 9881.423, 262.9625, 10144.39, 15, 50, 2, 2, 3
minimal, 100, 5.8, 2876.71, 1e+05, 1, 0.1724138, 495.9845, 17241.38, 495.9845, 17737.36, 15, 50, 2, 2, 4
all, 100, 23, 6781, 1e+05, 1, 0.04347826, 294.8261, 4347.826, 294.8261, 4642.652, 15, 50, 2, 2, 4
nodal, 100, 6.9, 2015.54, 1e+05, 1, 0.1449275, 292.1072, 14492.75, 292.1072, 14784.86, 15, 50, 2, 2, 4
local, 100, 7.84, 2151.23, 1e+05, 1, 0.127551, 274.3916, 12755.1, 274.3916, 13029.49, 15, 50, 2, 2, 4
minimal, 100, 5.8, 2635.32, 1e+05, 1, 0.1724138, 454.3655, 17241.38, 454.3655, 17695.74, 15, 50, 2, 2, 5
all, 100, 23, 6244, 1e+05, 1, 0.04347826, 271.4783, 4347.826, 271.4783, 4619.304, 15, 50, 2, 2, 5
nodal, 100, 8.96, 2669.51, 1e+05, 1, 0.1116071, 297.9364, 11160.71, 297.9364, 11458.65, 15, 50, 2, 2, 5
local, 100, 8.96, 2175.17, 1e+05, 1, 0.1116071, 242.7645, 11160.71, 242.7645, 11403.48, 15, 50, 2, 2, 5
minimal, 100, 5.51, 3425.29, 1e+05, 1, 0.1814882, 621.6497, 18148.82, 621.6497, 18770.47, 20, 50, 1, 1, 1
all, 100, 18, 8786, 1e+05, 1, 0.05555556, 488.1111, 5555.556, 488.1111, 6043.667, 20, 50, 1, 1, 1
nodal, 100, 7.82, 3036.9, 1e+05, 1, 0.1278772, 388.3504, 12787.72, 388.3504, 13176.07, 20, 50, 1, 1, 1
local, 100, 7.82, 2859.35, 1e+05, 1, 0.1278772, 365.6458, 12787.72, 365.6458, 13153.37, 20, 50, 1, 1, 1
minimal, 100, 5.51, 3917.94, 1e+05, 1, 0.1814882, 711.0599, 18148.82, 711.0599, 18859.88, 20, 50, 1, 1, 2
all, 100, 18, 8689, 1e+05, 1, 0.05555556, 482.7222, 5555.556, 482.7222, 6038.278, 20, 50, 1, 1, 2
nodal, 100, 9.57, 4190.31, 1e+05, 1, 0.1044932, 437.8589, 10449.32, 437.8589, 10887.18, 20, 50, 1, 1, 2
local, 100, 9.57, 3955.52, 1e+05, 1, 0.1044932, 413.325, 10449.32, 413.325, 10862.65, 20, 50, 1, 1, 2
minimal, 100, 5.51, 4081.46, 1e+05, 1, 0.1814882, 740.7368, 18148.82, 740.7368, 18889.56, 20, 50, 1, 1, 3
all, 100, 18, 8671, 1e+05, 1, 0.05555556, 481.7222, 5555.556, 481.7222, 6037.278, 20, 50, 1, 1, 3
nodal, 100, 9.57, 4248.11, 1e+05, 1, 0.1044932, 443.8986, 10449.32, 443.8986, 10893.22, 20, 50, 1, 1, 3
local, 100, 11.34, 4856.91, 1e+05, 1, 0.08818342, 428.2989, 8818.342, 428.2989, 9246.641, 20, 50, 1, 1, 3
minimal, 100, 5.51, 3373.37, 1e+05, 1, 0.1814882, 612.2269, 18148.82, 612.2269, 18761.05, 20, 50, 1, 1, 4
all, 100, 18, 8595, 1e+05, 1, 0.05555556, 477.5, 5555.556, 477.5, 6033.056, 20, 50, 1, 1, 4
nodal, 100, 6.96, 2707.83, 1e+05, 1, 0.1436782, 389.056, 14367.82, 389.056, 14756.87, 20, 50, 1, 1, 4
local, 100, 7.82, 2896.8, 1e+05, 1, 0.1278772, 370.4348, 12787.72, 370.4348, 13158.16, 20, 50, 1, 1, 4
minimal, 100, 5.51, 3599.31, 1e+05, 1, 0.1814882, 653.2323, 18148.82, 653.2323, 18802.05, 20, 50, 1, 1, 5
all, 100, 18, 8016, 1e+05, 1, 0.05555556, 445.3333, 5555.556, 445.3333, 6000.889, 20, 50, 1, 1, 5
nodal, 100, 7.82, 3167.99, 1e+05, 1, 0.1278772, 405.1138, 12787.72, 405.1138, 13192.84, 20, 50, 1, 1, 5
local, 100, 7.82, 2803.64, 1e+05, 1, 0.1278772, 358.5217, 12787.72, 358.5217, 13146.25, 20, 50, 1, 1, 5
minimal, 100, 5.51, 3542.13, 1e+05, 1, 0.1814882, 642.8548, 18148.82, 642.8548, 18791.68, 20, 50, 1, 2, 1
all, 100, 18, 9263, 1e+05, 1, 0.05555556, 514.6111, 5555.556, 514.6111, 6070.167, 20, 50, 1, 2, 1
nodal, 100, 7.82, 3155.71, 1e+05, 1, 0.1278772, 403.5435, 12787.72, 403.5435, 13191.27, 20, 50, 1, 2, 1
local, 100, 7.82, 2995.19, 1e+05, 1, 0.1278772, 383.0166, 12787.72, 383.0166, 13170.74, 20, 50, 1, 2, 1
minimal, 100, 5.51, 4283.06, 1e+05, 1, 0.1814882, 777.3249, 18148.82, 777.3249, 18926.15, 20, 50, 1, 2, 2
all, 100, 18, 9505, 1e+05, 1, 0.05555556, 528.0556, 5555.556, 528.0556, 6083.611, 20, 50, 1, 2, 2
nodal, 100, 9.57, 4529.21, 1e+05, 1, 0.1044932, 473.2717, 10449.32, 473.2717, 10922.59, 20, 50, 1, 2, 2
local, 100, 9.57, 4307.1, 1e+05, 1, 0.1044932, 450.0627, 10449.32, 450.0627, 10899.38, 20, 50, 1, 2, 2
minimal, 100, 5.51, 4152.74, 1e+05, 1, 0.1814882, 753.6733, 18148.82, 753.6733, 18902.49, 20, 50, 1, 2, 3
all, 100, 18, 9164, 1e+05, 1, 0.05555556, 509.1111, 5555.556, 509.1111, 6064.667, 20, 50, 1, 2, 3
nodal, 100, 9.57, 4339.2, 1e+05, 1, 0.1044932, 453.4169, 10449.32, 453.4169, 10902.74, 20, 50, 1, 2, 3
local, 100, 9.57, 4306.38, 1e+05, 1, 0.1044932, 449.9875, 10449.32, 449.9875, 10899.31, 20, 50, 1, 2, 3
minimal, 100, 5.51, 3769.31, 1e+05, 1, 0.1814882, 684.0853, 18148.82, 684.0853, 18832.91, 20, 50, 1, 2, 4
all, 100, 18, 8945, 1e+05, 1, 0.05555556, 496.9444, 5555.556, 496.9444, 6052.5, 20, 50, 1, 2, 4
nodal, 100, 6.96, 3055.39, 1e+05, 1, 0.1436782, 438.9928, 14367.82, 438.9928, 14806.81, 20, 50, 1, 2, 4
local, 100, 7.82, 3172.46, 1e+05, 1, 0.1278772, 405.6854, 12787.72, 405.6854, 13193.41, 20, 50, 1, 2, 4
minimal, 100, 5.51, 3839.46, 1e+05, 1, 0.1814882, 696.8167, 18148.82, 696.8167, 18845.64, 20, 50, 1, 2, 5
all, 100, 18, 8731, 1e+05, 1, 0.05555556, 485.0556, 5555.556, 485.0556, 6040.611, 20, 50, 1, 2, 5
nodal, 100, 7.82, 3237.24, 1e+05, 1, 0.1278772, 413.9693, 12787.72, 413.9693, 13201.69, 20, 50, 1, 2, 5
local, 100, 7.82, 2953.88, 1e+05, 1, 0.1278772, 377.734, 12787.72, 377.734, 13165.46, 20, 50, 1, 2, 5
minimal, 100, 5.8, 3033.29, 1e+05, 1, 0.1724138, 522.981, 17241.38, 522.981, 17764.36, 20, 50, 2, 1, 1
all, 100, 23, 8382, 1e+05, 1, 0.04347826, 364.4348, 4347.826, 364.4348, 4712.261, 20, 50, 2, 1, 1
nodal, 100, 7.84, 3003.29, 1e+05, 1, 0.127551, 383.0727, 12755.1, 383.0727, 13138.17, 20, 50, 2, 1, 1
local, 100, 8.96, 2913.35, 1e+05, 1, 0.1116071, 325.1507, 11160.71, 325.1507, 11485.86, 20, 50, 2, 1, 1
minimal, 100, 5.8, 3035.82, 1e+05, 1, 0.1724138, 523.4172, 17241.38, 523.4172, 17764.8, 20, 50, 2, 1, 2
all, 100, 23, 7590, 1e+05, 1, 0.04347826, 330, 4347.826, 330, 4677.826, 20, 50, 2, 1, 2
nodal, 100, 7.82, 2370.84, 1e+05, 1, 0.1278772, 303.1765, 12787.72, 303.1765, 13090.9, 20, 50, 2, 1, 2
local, 100, 7.82, 2270.79, 1e+05, 1, 0.1278772, 290.3824, 12787.72, 290.3824, 13078.11, 20, 50, 2, 1, 2
minimal, 100, 5.8, 3473.97, 1e+05, 1, 0.1724138, 598.9603, 17241.38, 598.9603, 17840.34, 20, 50, 2, 1, 3
all, 100, 23, 8663, 1e+05, 1, 0.04347826, 376.6522, 4347.826, 376.6522, 4724.478, 20, 50, 2, 1, 3
nodal, 100, 7.82, 2894.15, 1e+05, 1, 0.1278772, 370.0959, 12787.72, 370.0959, 13157.82, 20, 50, 2, 1, 3
local, 100, 8.96, 3070.18, 1e+05, 1, 0.1116071, 342.654, 11160.71, 342.654, 11503.37, 20, 50, 2, 1, 3
minimal, 100, 5.8, 3467.52, 1e+05, 1, 0.1724138, 597.8483, 17241.38, 597.8483, 17839.23, 20, 50, 2, 1, 4
